user_id,1u_friends,2u_friends,in_degree,out_degree
9697927d1554e0b875618020a613c94c,77,867,0,77
49112c87b46f9b114259816f64df3d1d,135,3446,1,134
876f95ded9d16215cef2b1044521b8e2,484,542,1,483
dda60371b671758b7b85d1f8576fe7ff,75,75,1,74
933fe3a3576f8778bb3690a6c1e12698,132,372,0,132
99d94cdd885bd7f9a70eb5c5458b0551,621,2157,0,621
d6a833d3bf0d19a80f5a3a4c5ba007a6,160,11,0,160
02f08c590efa48ecf21888988b664ab8,198,3093,0,198
3703346ddb0a20f3fd85dbab27119e10,1188,2139,1,1187
0ed8cebd71bd2e649e84a2d0580d7524,955,35,0,955
89b322b7f9d9ac76a126a3a75f86075d,62,1,0,62
61515c967431795d32c921579de049d6,62,2,0,62
f91ddcae82a553659faf7ac053b1bf4c,118,5,0,118
6970cf62f4eebb7288593a37c9c7d6e0,209,8,0,209
9296fbbcf81b0d0233ce2ad9f0e97d5d,309,313,1,308
2f861db23d2f60ca4919e0ec3d2a2788,106,2,0,106
19068be8102c1352c9e582e9db0a3a7e,157,4926,0,157
dd702868942e8de895cc04662b3c4c05,246,1149,0,246
4936939a0e7e0188740d23fece20b516,51,5,0,51
f46ea3c6ed568dbef3b6cb816acff4b7,864,3429,0,864
bc38af9a685211ff3dff051dad4acef9,167,916,0,167
6e5694fbd86a5e0e41e13af60337ad48,114,178,0,114
44fe6c732c86fbec74f3faa6b487a615,154,191,0,154
aadf7815eb74a1a53c4f454b7fa9cf17,318,280,0,318
6fdd3390637dc2ee5c37ff35ac6faa46,94,1719,0,94
bf47044d90f8d7c3f209d27dfb75143a,60,3,0,60
492e03bb61761ee175a9c47c122fc400,65,3192,0,65
e18d2b1ae922de74caeee9e990fdf742,177,50,0,177
b6c43326dafa24cfe8e7739785a515cb,20,1203,0,20
c62edee9c166d367c82b2f229978b82b,122,238,0,122
416a6d585966e01bdcd5fcb266b166e0,243,353,0,243
c88700d49d52818d94b70bb22f3ad907,104,5724,0,104
507c31782aad2bc29149cef975a13f53,205,282,0,205
a138a9282b6e36e4eb95ca619af10360,2,253,1,1
0fb02c31cff687385024db20392ee8f0,203,65,1,202
2799f21539e6e488071c22882bae9610,974,3361,1,973
baec25d6b87766c3a87e2766abaa585a,2540,1567,1,2539
499418d25d75d45580bd64c371bd45b6,419,1069,0,419
f2aaea5503eb7cf375dd1f1b1b8693c4,121,865,2,119
fa578868c73e8fd99f51283dcf997300,188,83,1,187
119f6aff4bc7dc2a05be4e30f5200cbb,33,32,1,32
df59d40afc504e7ebddfa2a53452616c,221,3177,1,220
ef99ff98282d44ba984c03e689bddebf,53,1,0,53
bba0547939014867ec038d72613695cd,139,83,0,139
104ddb154b18ae588eb2f0b4685aff17,142,148,1,141
7356c20a5cbd58d1a82090d363c0d815,62,1,0,62
6fd2bffc3032219ace06a08a75ae3127,203,1,0,203
6e803d7f3baa7c9b86a372c07ca3d8da,113,141,2,111
4e71e92b0c330192542cd7abb7ebad5b,82,2,0,82
c02468d3b935b2ff5026cc60ac6afdf9,399,878,1,398
0d1a19b8f45d4312de103c62569a41f7,187,27,0,187
f0144b313d5ad17cbfae56808e725c5a,53,44,0,53
8acccfdb9d47358cdad752deee02e371,124,1,0,124
2063195f41396e93428ac032ae6817be,375,1912,1,374
283c46e19a819f86a5452a0a2badc9bd,284,375,0,284
d629a6e1698afa80c742ec75910b4a6f,88,2047,0,88
f7260d26bdff2a6d31945a636febb42e,93,3,0,93
045ab54fef9d43e9b7169d19ba56f928,368,16,0,368
54c8461ae07a790343ec918ec9fe3c93,137,1140,1,136
8b23d4a25511054d6afa594e7a369898,42,1,0,42
859faa7a313a073b89b276e5cafc8a88,829,1274,2,827
83f5580df413567da1346a2468f201b9,65,2,0,65
74220716f411455b20c85e183cb87f07,117,2,0,117
74c06bcea4b47d36d402506ca7dfc0c4,247,3,0,247
6ce4bad08595c01efaa9257015c68ea6,143,1722,0,143
ad0acda80fa8d5f1932188e78c140ff3,210,2366,0,210
79554f20f85097849eae7717557aeb15,147,3296,1,146
6fddc0b6dcd47053d13ad944c33d4085,52,3411,1,51
0b37ad08d38966727e46e0d12afab329,413,12,0,413
f4fddc03c8d5c73dabf7bee3281e6666,85,1951,0,85
8fa7103fb426cc2e1cf1f7fd2ddbfe19,161,3,0,161
4b4d0c66bfaaeda4b461263b2040a114,49,1,0,49
42ec481480583b95759f6adac0de6f99,447,793,0,447
3f1f73e083bfb4709507773bf2c05b16,102,88,0,102
99dcee4f2207656690b5bbd067b8c1b1,170,2954,0,170
9f828b25a51d2702fcaf822d74567912,239,241,1,238
c4f3af62e196c6aeaf5cfd3622d8248a,34,62,0,34
d8b8938e93e9226e39860275f91265fd,380,38,0,380
5570a4b50ecaf5e05a0533eb1b62a7e6,82,529,0,82
dbcd354ae7fc1292a803d707ea0ffa79,8,2,0,8
e68bb0d88a96e4859d8bba899a89d5c0,1225,5699,0,1225
633b330b58d9bc261f211ea54a12939e,86,258,1,85
bba2d0e2e656eece6c2677b60adb1327,152,9,0,152
e96776c9d761c889acf65c6bc16c3351,31,2951,0,31
df8e2e806056037ca4efc00340533cae,19,2,0,19
398f7f046fd20770335fc1e915e7af52,89,218,0,89
295c6409956114283788109286a8dcda,86,1735,0,86
369a7a796c610ed966b109caec816158,80,2,0,80
c152e205e61636c3773b2942a0b9197a,166,172,0,166
83259dc1b8c0b7c8a5ef25956a96f94e,140,137,0,140
e3bb5986fce9c536d9538cbd7ba19867,70,270,0,70
