user_id,lable,count_user_info,age,sex,expect_quota,max_month_repay,occupation,education,marital_status,live_info,local_hk,money_function,company_type,salary,school_type,flow,gross_profit,business_type,business_year,personnel_num,pay_type,product_id,tm_encode
bf9657e04091a70962d700e79b7ee2ce,0,5,37,1,20000,-1,3,2,3,2,3,0,0,0,0,200000,0,2,5,1,0,1,8169629
d9dc12c88f79c3d7c9bb2c252a391292,1,5,32,1,3000,-1,3,3,3,4,4,0,0,0,0,12,0,16,6,2,0,1,18097865
888de1298459d93752dca83863c08037,1,5,27,1,5000,-1,2,3,1,4,3,0,5,4800,0,0,0,0,0,0,0,1,16399243
ffe5baf5495d968b915ddd50ac652d54,1,5,30,1,20000,-1,2,3,1,1,1,3,2,3000,0,0,0,0,0,0,0,1,21035121
2c32416d2b6f15bc8ecdf813552ca511,1,5,28,1,10000,-1,2,3,2,3,2,0,5,5000,0,0,0,0,0,0,0,1,19578465
1b2d2865a8fe597f8069e8da5451b06b,0,5,30,1,50000,-1,2,4,3,4,4,0,5,4000,0,0,0,0,0,0,0,1,17493136
cd9d860a9cb31fa22840097cfcdcf95b,0,5,20,1,8000,-1,2,4,1,3,2,2,1,2000,0,0,0,0,0,0,0,1,20935568
50309b29aa73003762cc8bda3fa38516,0,9,22,1,1000,2000,2,4,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,19906513
1b6273a150c53276028c36e8ac205730,0,7,26,1,3000,-1,2,3,1,3,2,0,5,4500,0,0,0,0,0,0,0,1,8097438
690abddf63d364f4367f86f3810b224e,1,5,27,1,20000,-1,2,4,2,1,2,0,5,2500,0,0,0,0,0,0,0,1,13984304
206cc4d84a52ee607f7cf4b788a775eb,0,5,22,1,5000,-1,2,3,1,4,4,0,4,12000,0,0,0,0,0,0,0,1,20518150
b2ef16a3a67f45c45c7b9a921ba02e3f,1,5,21,1,20000,-1,2,2,1,3,4,0,3,3000,0,0,0,0,0,0,0,1,19386592
668bd8f7068c54a731520c95aa1bdec5,1,5,23,1,2000,-1,2,4,3,1,2,2,5,3000,0,0,0,0,0,0,0,1,21602875
07fbbce7e7b1a6826aef37b71a8031f8,1,4,36,1,15000,-1,4,4,3,1,1,0,0,6000,0,0,0,0,0,0,1,1,15506699
cd6cce9d7202e608fcf5ebcbad0bad9d,0,10,27,1,30000,-1,2,4,3,1,2,2,5,4000,0,1500000,380000,1,6,2,0,1,21677439
72824e9fea04362882305b14a2ef054b,0,5,22,1,10000,-1,4,4,1,1,1,0,0,6000,0,0,0,0,0,0,5,1,16191027
8f515ef823b5f7e979e41711d08b601b,1,5,27,1,1000,-1,2,2,1,4,4,0,5,4000,0,0,0,0,0,0,0,1,19924589
b645d192eba48d4e827cbe6daaf97fb7,0,5,33,1,20000,-1,2,2,3,1,1,0,1,8000,0,0,0,0,0,0,4,1,10228162
f6d9ae904a480206e5e8778411710315,0,12,26,1,3000,-1,2,4,2,3,2,0,5,4800,0,0,0,0,0,0,0,1,19017288
f94c83299b864ca4ea10a72a625edb8e,0,4,30,1,5000,-1,2,3,1,2,2,0,5,5900,0,0,0,0,0,0,0,1,8868149
327471fd2b74d3ea2628d7278b4b2768,1,6,29,1,10000,1500,2,4,2,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,21122753
48bc1460b8b412df4154e4bdced011e6,0,6,21,2,5000,-1,2,3,1,3,1,0,5,2000,0,0,0,0,0,0,3,1,8122589
950a81941b27657641b086a8bd3995b8,1,10,38,1,5000,5000,2,4,3,0,-1,-1,0,5000,-1,-1,-1,-1,-1,-1,-1,2,21410865
d709c41d79d7d0c4e976ec5d7febbc28,1,4,34,1,20000,-1,2,4,4,3,4,0,5,7000,0,0,0,0,0,0,0,1,15960253
e54841df3ea365b01cb4acefc037b629,0,10,30,1,20000,4000,2,2,1,0,-1,-1,0,3500,-1,-1,-1,-1,-1,-1,-1,2,21813375
9aec13cd4b10416bbece4c28098e83a1,1,5,26,1,10000,-1,2,3,3,1,2,0,5,6000,0,0,0,0,0,0,0,1,18186956
8c52ccc55b236616fd43e043b938eb61,0,5,29,1,50000,-1,2,3,1,1,2,3,1,5000,0,0,0,0,0,0,0,1,21466184
4a32a252d66f7966c174716e67f78e6d,0,6,24,1,50000,-1,2,3,1,3,1,2,5,8000,0,0,0,0,0,0,0,1,21036447
d40850689293781bf28069321195fdae,1,5,28,1,30000,-1,2,3,1,4,3,0,5,6000,0,0,0,0,0,0,0,1,17017538
bf6f5dc4cc4de0c8013ba038fc5115a0,0,6,26,1,10000,2000,2,4,2,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,20810691
91f12407a8472f0c053d9b954d2a38b8,0,5,29,1,8000,-1,2,2,2,4,3,0,5,5000,0,0,0,0,0,0,0,1,16111376
499925a86594ec72a0b2b8d575a669e5,1,5,29,1,1000,-1,2,4,3,6,4,0,5,6000,0,0,0,0,0,0,0,1,17419816
5e754417c4d8fd9b230494709fa286c6,1,5,25,1,10000,-1,4,4,3,2,3,0,0,5000,0,0,0,0,0,0,4,1,19658734
322ab322dab12a95741a4d4ad2137201,0,4,30,1,1000,-1,4,4,2,3,2,0,0,5000,0,0,0,0,0,0,4,1,10517060
6ba12cd7315350bfbfda6e4ee1710e1d,1,8,28,1,20000,2500,2,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,19139297
9e9881dea552699d5df433144b685517,1,12,26,2,30000,4000,2,2,3,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,20894304
f615e25b53330311544b69b5af360483,0,5,29,1,8000,-1,4,4,1,3,2,0,0,5000,0,0,0,0,0,0,3,1,20799087
4f9ea2d2e5390ff0e3ff8fc7c6beabbf,1,5,32,1,3000,-1,2,2,1,4,3,2,4,8700,0,0,0,0,0,0,0,1,21050853
9c9335149091d7bfc18118e8222052a0,1,7,30,1,10000,2500,2,3,2,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,21469917
91be4b3e27e5c95994220f2e6456c95c,0,5,23,1,5000,-1,4,3,1,1,2,0,0,3000,0,0,0,0,0,0,1,1,20606492
a4418672acee85811e4dcc66c8e1d98a,0,5,27,1,1800,-1,4,4,1,1,2,0,0,12000,0,0,0,0,0,0,1,1,8225786
ae3302e0fbbd4944e1ca3fb5df744594,1,11,25,1,20000,-1,2,3,2,3,1,0,5,6500,0,12000,0,11,7,2,0,1,17723381
c96355a802e2f9ee8ed662874e04b0e7,1,5,27,1,30000,-1,2,3,1,3,3,0,5,5000,0,0,0,0,0,0,0,1,16196969
2ed556baab98eaa156c99ee1625d0667,1,5,25,1,3000,-1,2,3,1,1,2,0,3,4000,0,0,0,0,0,0,0,1,18459768
ca01b9c3a9f0413e276bf6c3f015a6e1,1,5,35,2,5000,-1,2,3,3,3,1,0,5,8000,0,0,0,0,0,0,0,1,8016352
a90d763c01268339a1be05b057c6ffd4,1,5,25,1,3000,-1,2,4,1,6,4,0,4,3000,0,0,0,0,0,0,0,1,19491769
c240877aa60a124fa3f7d0acd29fe41c,0,5,47,1,5000,-1,4,4,3,4,3,2,0,10000,0,0,0,0,0,0,3,1,21826842
639594b4bc36e6078f35793a239950b8,0,5,26,1,10000,-1,2,4,3,3,2,2,5,5000,0,0,0,0,0,0,0,1,21458905
7d67814f81089e4b4b966de96f6204f2,1,4,25,1,30000,-1,2,3,2,1,2,0,5,5000,0,0,0,0,0,0,0,1,8330868
a0490009e274a4a1e3b30efd334b2908,1,5,36,2,8000,-1,4,4,3,4,3,0,0,3000,0,0,0,0,0,0,5,1,18973630
22f6aa2af2bc8c2c653e6afed946c233,1,5,27,1,6000,-1,2,4,3,4,2,1,5,8000,0,0,0,0,0,0,0,1,21403367
60edc8e4ee93cbe57a415563c4863c5d,0,4,25,1,10000,-1,4,3,1,3,1,0,0,2500,0,0,0,0,0,0,1,1,8775781
a40383cfa0442c9cba72d9f0400d36c6,1,6,27,2,50000,-1,2,4,1,3,2,0,5,6000,0,0,0,0,0,0,0,1,18641903
c5733f38d001cb4174cfe8dfb876ae7e,1,5,22,1,1000,2000,2,4,3,0,-1,-1,0,4500,-1,-1,-1,-1,-1,-1,-1,2,21485845
38bac430dff065d60bf8cb7677eb7904,0,5,23,1,2000,-1,2,3,1,4,3,0,5,3000,0,0,0,0,0,0,0,1,9140464
1cdb33cd4e62bdfe41faf29263cae333,0,5,32,1,50000,-1,3,2,3,3,1,0,0,0,0,50000,15000,2,4,1,0,1,20704662
b757bc750832b7e741afcc56d0117265,0,5,30,1,50000,-1,3,3,1,2,2,3,0,0,0,120000,0,2,5,1,0,1,20944158
facb45be3f79e84b4eb97036f44af9a9,1,6,32,1,30000,-1,2,3,3,1,2,3,5,6000,0,1000000,20,1,7,1,0,1,21559971
00e92fb3de3533178532f364f6937926,1,5,23,1,20000,-1,2,4,1,6,4,0,5,5000,0,0,0,0,0,0,0,1,9033317
bf7d5083789ceea5d2b7173400c47b7d,1,5,25,1,3000,-1,4,3,1,3,3,0,5,4000,0,0,0,0,0,0,1,1,13697453
9bd6c580e4fd19e22e6c53ab3c8221e4,0,5,31,2,5000,-1,2,4,1,4,3,0,5,8000,0,0,0,0,0,0,0,1,20780730
923c86d39658288c53efd9c1e2dfbba3,1,5,21,1,10000,-1,3,4,1,3,2,2,0,0,0,40000,0,1,4,1,0,1,20955098
ae0fe2feb0bb9bfc59b3c2b563cd2001,0,5,19,1,12000,-1,2,3,1,3,2,8,5,3000,0,0,0,0,0,0,0,1,20874396
07524d43e1291cfe61c0c29df8cf1602,0,5,25,1,20000,-1,4,3,1,3,2,0,0,5000,0,0,0,0,0,0,4,1,19691486
98030240955f480ebfd7ae7028e4d961,1,5,22,1,10000,1500,2,4,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,21729565
615e4f72876490698aafdd3f23c3739f,0,5,30,2,10000,-1,2,4,1,4,3,0,5,5000,0,0,0,0,0,0,0,1,18718170
4cb87e3df2885de293a64994bdc2b902,1,5,24,1,10000,-1,2,3,1,3,2,10,2,4500,0,0,0,0,0,0,0,1,21492246
e53ac8b56ea29e8124dd599f702abc6c,1,5,21,2,10000,-1,2,4,2,2,2,4,5,5000,0,0,0,0,0,0,0,1,20896807
9eab7337bfc258cf383f9697733e2973,0,5,32,1,5000,-1,2,4,1,6,4,0,5,7000,0,0,0,0,0,0,0,1,19574671
2291eea5c73f50220798d993d5c4ed4f,1,5,31,1,18000,-1,2,4,3,3,4,0,5,8000,0,0,0,0,0,0,0,1,18973153
01b864a850a9ea2363be4c8bd8b5eaae,0,5,19,1,10000,-1,2,4,1,4,3,0,1,3000,0,0,0,0,0,0,0,1,20025745
27a3ea7bdd7ca8695a506effabf4ba55,0,5,24,1,5000,-1,2,3,1,4,4,2,5,3000,0,0,0,0,0,0,0,1,21815925
8b5a781ad4f4b801907447da06c132b8,0,8,29,1,1000,-1,2,4,3,2,1,0,1,1600,0,0,0,0,0,0,0,1,10589357
8bf260866f3958388399bb68cfc8da80,0,5,26,1,5000,-1,2,3,3,3,3,0,5,4000,0,0,0,0,0,0,0,1,20449283
982f7524f5a4ed1e5cdee65ff0773641,0,5,24,1,20000,-1,4,4,1,3,2,0,0,8000,0,0,0,0,0,0,5,1,16722659
9a2242deb71282412b5eaa21d43a59d5,0,5,31,1,5000,-1,3,2,3,1,1,0,0,0,0,50000,33,1,7,1,0,1,8880787
3dee32a05c1e4a4046dbb87e1fb828e3,1,5,28,1,20000,-1,4,2,1,6,3,0,0,5000,0,0,0,0,0,0,4,1,17173652
5a7c7858a809c0f576aa3021eb66526a,1,6,29,1,20000,-1,3,2,1,1,2,0,0,8000,0,30000,0,15,6,1,5,1,17226300
a26e3a431c95c13128565f630b5e4c50,0,5,26,1,10000,-1,4,2,1,4,4,2,0,10000,0,0,0,0,0,0,5,1,21271580
d80cf47e16aee079f97275e5065ef716,1,11,27,1,5000,5000,4,4,1,0,-1,-1,0,7000,-1,-1,-1,-1,-1,-1,-1,2,21595541
41db92d7699f3ab06c3b04d494339dda,1,5,21,1,5000,-1,4,3,1,4,2,1,0,10000,0,0,0,0,0,0,4,1,21593691
b866d3d771483a9a7f5fc343b141f49f,0,8,26,1,8000,-1,2,3,1,3,3,0,6,3500,0,0,0,0,0,0,0,1,9983644
e71cd1d8fe278c2d351537ec52f01b51,0,5,27,1,30000,-1,4,3,3,3,2,0,0,3000,0,0,0,0,0,0,1,1,17426727
4d757ea6768085ec6a8e0fac47ab21a7,0,5,23,1,1000,-1,2,4,1,3,2,0,5,2200,0,0,0,0,0,0,0,1,8240766
61b071a1604d71a01367860ef8a9ab55,0,5,30,1,10000,-1,3,3,1,2,1,3,0,0,0,200000,100000,2,7,1,0,1,21461587
7da64c3827d42b93d9bc100a2e1903b7,0,5,25,2,30000,3000,2,4,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,21040961
ea6ada529d86511d6bfc03c6e26becf8,1,5,30,1,10000,-1,4,4,3,1,4,0,0,30000,0,0,0,0,0,0,5,1,20101683
8b14710b3deb8efda914fd3e90a24c3b,0,4,26,1,50000,-1,3,4,3,1,2,0,0,0,0,100000,0,2,6,1,0,1,20297380
fd73881da62445e58ab81730f2f34df0,1,5,35,2,5000,-1,2,3,1,3,1,0,5,4500,0,0,0,0,0,0,0,1,18985784
b9dcf84e31db203fb1102522d33f2dcd,0,4,26,1,1000,-1,2,3,1,3,2,0,5,4500,0,0,0,0,0,0,0,1,9375440
caee02bc3ea984ee5f52dfc189109c80,1,5,28,1,3000,-1,2,3,3,4,4,0,5,4000,0,0,0,0,0,0,0,1,20436750
0bdc7694208276083ae41007d1ced80a,1,5,33,2,1000,-1,4,3,3,1,1,1,0,8000,0,0,0,0,0,0,3,1,21654361
2ffe3006536317c9b1524587e0083858,0,6,36,1,10000,2000,2,3,3,0,-1,-1,0,4000,-1,-1,-1,-1,-1,-1,-1,2,20521675
613e1a6eb6d327ed38f47be046320f67,0,7,22,2,3000,-1,2,3,1,3,2,0,2,2500,0,0,0,0,0,0,5,1,16285297
92c7d0341fe462d4c2d3c2c84e442e0f,0,5,24,1,20000,-1,2,4,1,4,4,0,2,4000,0,0,0,0,0,0,0,1,20366056
174c9cc2bb314b03528319fb46da19a4,0,5,24,2,20000,-1,4,4,3,1,2,5,0,4000,0,0,0,0,0,0,3,1,21435814
396b3de54fee85db6e63a5380fc46542,0,6,30,1,10000,-1,2,2,1,4,4,4,5,5000,0,0,0,0,0,0,0,1,21567121
d4901976344e9c3fbd39f1a14df2ad59,1,5,24,1,10000,-1,2,2,1,3,2,0,5,3000,0,0,0,0,0,0,0,1,19067727
8f0169c0f986f316e2328427a15cd298,0,5,25,1,5000,-1,2,4,1,6,2,10,5,4500,0,0,0,0,0,0,0,1,21141827
23437c1a9b6b3b352ce4c32183ee40bf,0,5,24,1,3000,-1,2,2,1,6,4,0,5,4500,0,0,0,0,0,0,0,1,16392801
3871672f730a1ad231a13dfc6484d641,1,6,26,1,15000,-1,2,4,1,4,4,0,4,8000,0,0,0,0,0,0,0,1,17923328
f2162668922133d2152eb83db957ae56,1,5,21,1,20000,-1,2,3,2,6,2,4,3,5637,0,0,0,0,0,0,0,1,21833985
0e420d4a34b7c32c90e144723cf6b1f9,1,5,20,1,10000,-1,2,4,1,4,4,0,3,5400,0,0,0,0,0,0,0,1,19590477
4ad1958dc13905ec51d2b72f7193879a,0,5,19,1,2000,-1,4,4,1,3,3,0,0,2800,0,0,0,0,0,0,1,1,21707172
47ae1b75508627a278bb40137d0ad54f,0,5,31,1,6000,-1,2,3,1,4,2,0,5,3000,0,0,0,0,0,0,0,1,18365565
cfa157658a3c1b3779c97fe5f8248d7c,0,5,34,1,50000,-1,2,4,2,2,2,0,5,8000,0,0,0,0,0,0,0,1,19942145
36dc35f3c3a225cff1a0dd8cab1736af,1,5,34,1,15000,3000,2,4,3,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,21115540
6d23a640bb1c66b7835ce2a9f0a35487,0,5,34,2,3000,1000,2,4,3,0,-1,-1,0,4500,-1,-1,-1,-1,-1,-1,-1,2,19499237
6f8e15db05c97d0af57586bc172e213e,1,5,35,2,20000,-1,2,4,3,1,1,2,4,5000,0,0,0,0,0,0,0,1,21417862
8f4702d0ac82d2dee486eaf2b6f86dbc,0,8,23,1,30000,-1,2,3,1,1,1,0,5,5000,0,0,0,0,0,0,5,1,10951432
748691d365d7cc2680b2ac5854f789bc,1,6,30,2,20000,-1,4,4,3,3,3,0,0,8000,0,0,0,0,0,0,4,1,20272740
f0b2f9c41110bc0be4b74b0107ecd18e,1,5,29,2,5000,-1,2,3,3,3,1,2,5,3000,0,0,0,0,0,0,0,1,21808821
9c2fc46ce7a6b9ab74ff13dfe5654f13,0,6,29,1,10000,-1,3,4,1,4,4,0,0,6000,0,200000,11,1,4,2,5,1,9385402
098feb8258f063163f9909a2147bd414,1,5,37,1,10000,-1,2,4,1,1,3,0,5,7000,0,0,0,0,0,0,0,1,15607903
afc49c583c38a5c605abd6aecd8c0d9d,1,5,28,1,20000,-1,2,3,4,4,3,8,5,7000,0,0,0,0,0,0,0,1,21073085
5f5a48f0e9af40ff7056822a913e2910,1,5,28,1,20000,-1,2,3,3,3,2,0,5,4000,0,0,0,0,0,0,0,1,14151984
410c6fa6a8fa6c80891110146f6931ee,1,5,27,1,3000,-1,2,3,1,3,2,0,5,3500,0,0,0,0,0,0,0,1,20518179
203779515555dea59e8b510b0ec150b5,0,4,27,1,8000,-1,3,3,1,4,4,0,0,0,0,38000,0,6,3,1,0,1,16638263
c7ae4470b53e8345ad424ce8bfe4fce7,1,5,29,1,10000,3000,2,4,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,21585117
7075e0d9f59a52c91b16cce44668075d,1,7,34,1,5000,-1,2,3,3,1,1,0,4,3000,0,0,0,0,0,0,0,1,13563795
946175c6617b9b1be243ae4191b3626e,0,5,31,1,10000,-1,2,2,3,6,1,4,5,3000,0,0,0,0,0,0,0,1,21204437
9cca3eb8e866db448ff5b83d41399241,0,5,29,1,15000,-1,4,4,1,4,1,0,0,5000,0,0,0,0,0,0,1,1,19858685
70135055086ffcbbc62578f4d700353c,0,5,21,1,10000,-1,2,4,1,2,4,0,5,2500,0,0,0,0,0,0,0,1,19145077
078d3668b1e896c81d1e6ab40de817b8,1,5,25,1,20000,-1,2,2,2,3,1,4,3,3500,0,0,0,0,0,0,0,1,20901366
e725e46c0554e767d71cc1443c18f1f1,0,12,26,1,500,4500,5,4,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,21034747
bfab04af373a21f9d7d93043d72a6fd2,1,13,36,1,20000,-1,2,3,2,1,1,0,2,6800,0,0,0,0,0,0,3,1,20315924
a1d4df86ea278e4e63c81d7116a207f2,0,5,32,1,2000,-1,2,4,3,4,2,2,5,4000,0,0,0,0,0,0,0,1,20872070
3dcfbe37718f81ec1f2aee20149b5454,1,5,27,1,3,-1,3,2,1,1,4,0,0,0,0,50000,0,10,4,1,0,1,19906964
e965ae4ee2a082475a8ee0431f82b644,1,6,30,1,30000,3500,2,4,3,0,-1,-1,0,2700,-1,-1,-1,-1,-1,-1,-1,2,20428981
347afb447c2770d44429098ca9d9637d,0,12,30,1,1000,5000,2,3,3,0,-1,-1,0,4500,-1,-1,-1,-1,-1,-1,-1,2,21129840
00fcb47ae7b3a7bcae07dae0737bf780,0,5,22,2,8000,-1,2,3,1,3,1,0,1,5000,0,0,0,0,0,0,0,1,8932353
f4738cb2cc1f6875277bbcabb29f5b7b,1,7,45,1,20000,900,2,3,3,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,20555285
7352e3664f85dd15aa37a0f71666486e,0,5,26,1,1000,-1,2,3,2,4,4,2,5,3000,0,0,0,0,0,0,0,1,21571487
78fdb94ff78fe853c4bd8c6543b5027d,1,5,28,2,8000,-1,2,3,1,3,1,0,1,4500,0,0,0,0,0,0,0,1,20674690
a0df184087c418751164c47bd41ac794,1,5,38,1,10000,-1,4,4,3,1,2,0,0,4500,0,0,0,0,0,0,1,1,19052768
f29e29c7a9675d5b8b886f76906c4323,0,7,32,1,10000,2000,2,3,2,0,-1,-1,0,3500,-1,-1,-1,-1,-1,-1,-1,2,21511954
04f9336481cb9c02b5648c0ce4133a69,0,5,22,1,2000,-1,2,3,1,3,1,0,5,3000,0,0,0,0,0,0,0,1,9020833
c20271b27e297b1b0b84e88a0419a04c,0,4,20,1,1000,-1,4,4,1,4,3,0,5,3000,0,0,0,0,0,0,1,1,8939355
cb1dd34f6352c8dbe83c3ba601adb4b6,0,5,29,1,2000,-1,2,4,2,3,2,0,5,3500,0,0,0,0,0,0,0,1,18811418
ded3c6e9f7178353a7b4f96d1aa78678,0,5,26,1,1,900,2,3,1,0,-1,-1,0,4000,-1,-1,-1,-1,-1,-1,-1,2,21542217
30ae36314e3c0bb041a811fc211542d1,1,5,28,1,3000,-1,2,4,1,3,3,0,5,6000,0,0,0,0,0,0,0,1,17780012
426fd7a1e9a396409f1265f15456076e,0,5,26,1,10000,-1,4,2,1,1,2,0,0,4000,0,0,0,0,0,0,3,1,16280498
fd099392bdc46435e7d6a3e65ff2cdb6,1,5,27,1,10000,-1,2,4,3,6,4,0,5,6500,0,0,0,0,0,0,0,1,20292479
6b71209b92485e3c42caaabafc758f93,0,5,27,1,30000,-1,2,3,1,1,3,4,5,14000,0,0,0,0,0,0,0,1,21614176
b50a736f80feeb035015a4636c48d8a4,1,5,29,1,3000,-1,2,4,1,3,4,0,2,4000,0,0,0,0,0,0,0,1,20261735
f9e82a65b6759d4fdf1026237160531f,0,4,26,1,3000,-1,2,3,1,1,1,0,5,5000,0,0,0,0,0,0,0,1,8882614
53c852fec4a9e00ce36874b01b11efec,1,7,33,1,10000,-1,3,4,3,3,1,0,0,0,0,50000,0,10,5,2,0,1,19473304
c76771eb23f1062173dea02f26517150,1,6,22,1,5000,-1,2,3,1,6,2,0,1,6000,0,0,0,0,0,0,0,1,20634558
1c6a9677e0bd8e02b02c64e78f62fbed,1,5,30,1,20000,-1,3,4,2,3,2,0,0,0,0,80000,0,6,6,1,0,1,19130602
c61ea8b4a7910528232a68fcb1c7a6c6,0,7,29,2,10000,2000,2,4,3,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,19659757
cab9e006e1cb5e4abe7c42e7fba0de38,0,6,26,1,60000,-1,4,4,1,1,2,0,0,8000,0,0,0,0,0,0,2,1,8162463
53e0e04387c17a9a2619c766af75f7f9,0,6,21,1,10000,-1,2,4,1,4,3,0,5,5000,0,0,0,0,0,0,5,1,19934592
a4261177eb7a9f360f1941e22cb2d347,1,5,22,1,6000,-1,2,4,1,2,1,2,5,10000,0,0,0,0,0,0,0,1,21845733
e8a91f38744b920f48300b40dedc495b,1,5,27,1,20000,-1,2,3,1,3,3,0,5,0,0,0,0,0,0,0,0,1,20506041
2373b2af601e0d3429b59c24facd2a3e,0,6,27,1,50000,-1,2,3,1,2,3,0,5,6000,0,0,0,0,0,0,0,1,10002664
0d582b96158a4e60797b0eba64b16fac,1,5,25,1,3000,-1,4,4,3,4,4,0,0,6000,0,0,0,0,0,0,5,1,20534910
7a76130ac0bccf98264f97c6f009cef1,0,5,25,1,2000,-1,4,4,1,3,3,2,0,5000,0,0,0,0,0,0,1,1,21671185
f810a43398134143341d83e02a94df8d,1,5,21,1,20000,-1,2,4,1,6,4,0,5,3000,0,0,0,0,0,0,0,1,20547357
120db1c228ff568d628d1d92f3171466,1,8,28,1,10000,-1,2,3,1,1,1,0,4,3000,0,0,0,0,0,0,1,1,17833537
ab0994e23c3ecca214c711f8902149dd,1,5,23,1,10000,-1,2,3,1,4,4,0,5,4000,0,0,0,0,0,0,0,1,16306080
3c72c81f9eaa9595b547a9419bdbe660,1,5,26,1,1000,-1,2,3,1,4,3,2,4,6500,0,0,0,0,0,0,0,1,21669549
5ebae6325fdf84c72f1720ce2f194e11,1,5,25,1,10000,-1,2,4,3,1,1,0,4,2400,0,0,0,0,0,0,0,1,18365113
6f18f769618f0c9635fe61d6d8cc3314,0,8,27,1,1500,-1,2,4,1,2,2,0,5,3500,0,0,0,0,0,0,0,1,8341009
a542a5db2505d0a0ca6796a564906b92,1,5,27,1,3000,-1,2,2,1,4,3,0,3,5000,0,0,0,0,0,0,0,1,19995910
9444219dec53fb506e98c16215a8215f,0,5,31,2,6000,-1,4,3,2,1,4,4,0,2300,0,0,0,0,0,0,5,1,20957751
04a0465c235e8cfa48d242c74add91d4,1,5,24,1,5000,-1,2,4,1,3,2,0,5,5000,0,0,0,0,0,0,0,1,16535212
aa7afd21f57e11eac8fb316968ce63cb,1,5,21,1,6000,-1,2,4,1,6,4,0,1,3000,0,0,0,0,0,0,0,1,20269389
b328d5bd69ef6ca535fe7fe482f5a89c,1,5,20,2,15000,-1,2,4,1,4,2,7,4,2500,0,0,0,0,0,0,0,1,21807064
3043a30666f71d3563fa7c126737a836,0,9,29,1,10000,-1,2,4,3,3,3,0,4,100,0,0,0,0,0,0,2,1,8856674
6e01190f270884ea109071cfd5b2ce8a,0,5,25,2,10000,-1,2,4,3,3,2,0,5,8500,0,0,0,0,0,0,0,1,18635799
