user_id,1u_friends,2u_friends,in_degree,out_degree
fc8f26f10e25432d742064fef5b8d8af,219,4976,0,219
d4b28b6ed1d5b8346ec0978dd7291b7c,374,3181,0,374
5fe9535cde1cc2b1edd37e652385bf0d,273,4503,0,273
b2805761d7bd1b1646c7773fd60bf70f,152,2318,0,152
94450458bbcae1d4cf1e99f9091eb8bd,76,4274,0,76
5d66429880bf8dc461332d96f8315fe5,155,5839,0,155
b438f6b89a25c7f7b5440e941e35cb97,180,4189,0,180
20a0c957eeaa632b23735f68b2b79910,64,2632,0,64
11f1812f3407be93d1d4e8fa61a127a0,231,3988,0,231
9093ecd648f605638e6e73cd7a909d56,221,2514,0,221
34468290ec6678b8bb046b4fc3de37e9,97,4052,0,97
452d135f4fd1d9d9ea8905427118f91b,393,3551,0,393
f669fd8b6d4d048f66ec75af44acc667,206,4451,0,206
b96687095480e1a3784956cbad8c0bbe,146,2091,0,146
278b2e82377940800b7bd1d7c0db18d7,215,2065,0,215
54456e486a234260ffdf11c278959862,403,4298,0,403
e2b571837f536eb3ddceadc1b107f3f4,154,4722,0,154
ceb0b6995ee6610992fdb96db833ce4d,50,1,0,50
e9d6bbc2ca346cc7032453bc67ab4cf1,89,3401,0,89
5fdfbc8e46b0c8e8e87d955f0513992b,499,1035,0,499
46812ba78e1ad3017440f3a5bd18090f,241,4547,0,241
a58c7392d5a62a0f422d56e47a0abd9b,368,3231,0,368
210feafd4ebf61a7dd9fe8ec7ecd19c1,126,5047,0,126
72ebf9866f5cb801400ad358367abe85,86,2154,0,86
797bcbd524cd4e2efe37edfed1cf5e09,140,2107,0,140
9dcac2a5bb8a43837bf42946dd0c5957,236,52,6,230
e6c7c50169d361bea366f1009238e56e,87,1750,0,87
e0fd9400836f4719826cbcb9ddb3b877,48,728,0,48
bf6abd82994dca34d9b682112d9af628,143,3938,0,143
6176f9167aa3cdb3d2fa0689dd158577,373,128,0,373
978bdf349a1e000ecd422a3a42befff5,216,3893,0,216
553933f90e9abbf1329c06f082401d37,185,5875,0,185
563db76d0f37a58b87e9f6da0cc5f503,363,4959,0,363
0afc320454625e13817c66cc7a38cc8f,223,6167,0,223
6367885a0ecf21dc0f18bb92d575744e,112,3266,0,112
ceee88e21c975704282e76d3522bbe99,184,3586,0,184
723bcac87cfbbc2d76681320a3e3ade3,20,3500,0,20
2fa084c4cf23d71476cc0c8fc053d32d,205,809,0,205
07e13aba26b796f945846cd858fddd9f,51,3528,0,51
c2acb89fec763e20124554a60cee9c46,82,889,0,82
80e4b027978e9c0c87110cec6ad5b652,130,4376,0,130
a20a745f11dca3a79a79faa142b5c0e1,245,2434,0,245
02e9748baaa79dd9bfe270e737ea799a,54,2,0,54
556bdebc1a586ed33eacafca1e4ed7f1,64,1291,0,64
29504546491e8541f6f11abe26dec5d6,80,4563,0,80
9a1c2a3823ad5b0011d688d4cb929e50,337,3938,0,337
a084f938bcd509b0c80a93dfc42a80cd,173,4135,0,173
dc98856fc9ed411f33723bfe6eb64565,500,2004,0,500
f0dca9b03f8701b5efd2ef07601259d4,65,93,0,65
7d56cf787aca84e34e3b75fac9198852,4,865,0,4
dc9db0756146a911fe9dedc96d28295a,2,117,2,0
b9483c45eb58c1a4684552e0a11bc6cd,104,1971,0,104
307eed39ee2a475a1f4240a55288f8a6,153,1430,0,153
f21f43512e10e5f49db020ddeaeb263e,78,563,0,78
515a48606a12acf88de7655130a7f600,117,5069,0,117
f157867c2dc6c95dd1009d7e816abc02,139,5173,0,139
f391fd7827ad02183c78e4d3d64ccff3,99,5255,0,99
3f1d4b3654d7f5aac28e609a0239d62a,109,4043,0,109
ef86899c4abbfbcaf8eb089cfc782e98,238,2276,0,238
c5365034d8fc7d5cc94c49da12417c17,158,2347,49,109
01fb9c8c36602bc7096e73c59f21fc6c,80,2736,0,80
1966ea2d8629de0849aaa6da3d1ea181,127,1555,1,126
d2b64e1f55f399bc01b5ed8382df2b4a,112,6723,0,112
cd2b400d5a013dbb94f3399dd36dd972,500,5683,0,500
2920b54572071d1052a6725046808293,342,6379,0,342
c5a47dd3f65560e2a0fbeed990721935,190,1945,0,190
3b0432fa18fe4b5a4fed0939fd1a3eb1,78,1749,0,78
15125eb429cfb996767f4ef2afcca69b,5,201,0,5
2c53352502cac5f4f985d95e0f8d9c6d,157,4723,0,157
5d125cd61270cbb9c9ed81bab3bf2939,124,668,0,124
a63f02eaf529a6a26cd53f3ad8be7be9,283,2970,0,283
1b79ad4f82674426f2c49fe985e5f4f8,197,611,0,197
b37f6c9ac5d8b6b98d88942760e36ddd,232,3906,0,232
27aa6d2dd2285b6c2d1318fef207bae9,93,4069,0,93
cdd6ddf3c4d9a3647d4223e0501f447a,271,3634,0,271
4260a5bb09e24439a1a3e2934e9c338a,353,5633,0,353
4a385d0a4840743f538eff93456bcf31,402,3120,0,402
6cf5960c56c6b4af489b4c3fc3482d25,210,4771,0,210
a7107051d07be2b25491dec1df2e39f3,201,6106,0,201
83b7e013a94bfa8f709c1716abfbc666,125,1827,0,125
fc39e80921cea574bbd3128953a453f2,116,2488,0,116
0f80b7d683f1e4bcb828da47d86098de,329,5070,0,329
1e4e53e7ccd8f6ea8772118538f01951,228,629,0,228
f859f335066ef2219a48f86f375e6028,323,2186,0,323
c0a9ad563183ea0a62390a048dc115e4,290,6555,0,290
e5380d27fd97c7fbbf3915bbf3c537f8,67,877,0,67
35917f1d6a0de955344ce8f5cbc5c318,129,542,0,129
f19af023648fdd11b3fdc21c2aed509d,73,3779,0,73
d61615c2c3b1d65c1bb49bf5f2340b94,97,128,0,97
a28221bb13f92dd57c0aa78fb77eb84d,256,2220,0,256
454bb9ce936acfe062ce79dd72eab4be,57,1801,0,57
eb9762ccce6b1811aa6b9033281cb3d5,12,475,0,12
5affd409102d5b565bdd40b1bce2cd43,92,5469,1,91
81394ef1cdef9b49f8d1a12ac4aee2bb,422,123,0,422
3ace35b1a2e6b9588fa90125a7f9457d,275,2698,0,275
8fcd851a73d80d4cf21d9550a2c0d66e,298,3403,36,262
dc909dd5eedc27762d2e15a72e24017c,97,4450,0,97
4eaeed8355d1991735fae452b6581fa4,78,3413,0,78
7df0b6d3554bf51e40bdbb8f2f7f1830,110,5501,1,109
ddbea76e2cedeaca07f9dced7c8e227d,234,1132,2,232
25de4fbe4c4baeb78bae89b5155465a1,500,1797,0,500
03ad984661cc5af3870de76791b12d38,149,6000,0,149
9d1eb7070b40d4f5c827bef7929d75d8,102,1511,0,102
c598332e26806d6f3d5f24f83ba015d0,108,4160,0,108
371cc9e58e1756afa7549313b45c6e70,368,4730,0,368
21d3e9c3cec804eb94cf726add84930c,35,236,0,35
5abba594afaf5dca3ec1c397fab89f97,199,1913,0,199
865572aba96d9cc0c34b9d7e8eba0a71,175,689,0,175
f2aa3b7bab9e106b2dee28997678c8a4,163,4162,0,163
74ca89edab23fc79eb1dd550cdb4e7f3,10,218,0,10
1202f2a25b033071e0f09e9150bef8e2,420,3383,0,420
03a7344b748cc2a2f3f633bb91a67b48,113,1647,1,112
ba31c59b52881a518ec81316064a61f3,133,174,5,128
4f9562e1b04fab8886f8ac9d6c520523,58,3343,0,58
1edb8f37d958978b546b4d3b48d06fe9,191,4552,0,191
dbdea84c65db75b7ae42747d1689046f,237,4081,0,237
7bc4ab04c50b382ff3bd6b970ff6264a,391,4713,0,391
f2887f2464152c0214cc280e60ed3fd5,177,1139,0,177
0d601c3a0ed63d440a0962012186fc82,2,43,2,0
d8988fc901bc407c24dc24ee388276e6,153,84,0,153
c6ee6275e0692595ee00eb5098f9e84b,39,76,0,39
52460505d0c4f0e2579efe5a5eba4d74,212,7410,0,212
c09f52d66e0dd804c3b7ae0f02f14fc8,266,185,0,266
cd0c4ea5eeef9cb1b915b294bff03a6f,193,1489,0,193
9db3a58a34ccef838b2801a0cbd4d889,336,2775,0,336
a38f605829883368e0cf852034c5402a,167,1244,10,157
99e715583ca68b56baef4f76bc3cde6a,73,1312,0,73
ad0ebaac1f3e1892bcb243096c26193f,99,3380,0,99
d88ac25955d1ac5982ddf051a6e73cd6,386,5112,0,386
75c76bcf33e38461f75dac0b8fa058df,937,2103,0,937
3fe6250d6a992689eb5e16ed17ec4a43,339,1916,0,339
0d116c8c6b985930c44403648d69040b,199,2369,0,199
e6f95240575face7f14a992db6c32774,138,2134,4,134
486b81130b20332e06b1c060175ad447,109,553,0,109
fcddadefe4ec8c07586ddb894c9f8e20,122,2661,0,122
d2e8fb09d04083664b349d58b201217e,121,719,5,116
5db6a3f8d92f159ddb06cd0d8e14d4bb,247,1394,0,247
9b9d74d3adbe6a309690edda67111ef5,419,234,14,405
bf465e9a9cb70ba6bee7272206ac457f,70,6501,0,70
319e85d8b072b9ff2393a29715543934,59,50,0,59
3120fcf852e3e1cf7caab16891ffc539,2,1,0,2
f72c28b348f6779b897859914a54ab27,18,192,2,16
ab3a93c46972d0ae29f630cdd638ed18,26,282,0,26
3abbf0d3fb84cf89a15e21b819d2c087,240,3887,0,240
16fbf7b4bda8eb8fc54fdf5c2dc7aac0,191,6459,0,191
05be06a1ee95f74ba6bc743af015e778,14,10,0,14
200b3af00a05b62a81938141024d334b,28,11,1,27
e813d2a8a2b548fe96edc89e03058633,18,67,18,0
9101d57ca9d49823722b5b34950edcf1,4,125,4,0
50900dd18b572bc7ddbd1b89a3add2d3,149,1868,0,149
8552ec02911a936c84a598115f5e86a7,134,1813,0,134
4040d5b57f2cda1075a2de6c005ea599,348,6093,0,348
779edbe23ff0bff15c0a1df0c8f5c66b,143,4648,0,143
7b5c14b1054b0df0299c3b73905d0d35,293,1543,0,293
e6dd4ed58a63ede41d91224ed85f0020,114,1960,0,114
73311af5e8f3c7c2056636abfb0ae8b9,176,6510,0,176
253665e2925cac515d813af6ca221d9b,305,3720,0,305
02802db9aa81f5affb3c67d168db881f,49,3461,0,49
a6bbe2f832174613a98d2ea2b2ccae82,82,1369,0,82
3b7c5ce83b44c5a4dfcc3be2d7a4c3da,304,6113,0,304
52743a3b02969ae54465018444178da3,195,3674,0,195
b0fe8462ebcc0334983f4632c540dd2e,14,865,0,14
68f37cb66d5b7b52f21f8ae9c383a042,74,4488,0,74
cf3e75d670e8df356a92b3345e9845fd,41,20,0,41
3a808100815a5cb3527b757f1ab8976b,68,125,0,68
58e24d569ee8f0c5e06f5e54babf223a,119,39,0,119
f34cc7ca48cb4a5feb0fcacdba8e2568,97,24,0,97
8770abdd432006553f6db7ccbee20643,89,4834,0,89
0fd55f9518dbcb2fde682bc06fd8c168,102,1118,0,102
ba37ea0425ffd34ad4bcd68f9f7f4065,26,3551,0,26
19ab8c3f9c278d215fd55d21902431c2,209,2238,0,209
e539a597c3f58e9d5039054d45d92907,342,4179,0,342
cb1d21c9b65287039eed7a4a0175f812,425,4042,0,425
9431b8c9c31585c5f475674ba202facb,61,3862,0,61
e33a8eff3b334cbf60b048f375994c5f,358,2902,0,358
a3ec674d0572fb3e2a3997864f7e8fbd,240,2151,0,240
fce68fc4a34fb6c255cb92ada77dcaa9,62,59,0,62
b9339ff5b1132b1dc08d441f2afd5a14,75,2488,0,75
0ef0de09ed5cf0ea73b6f631f603bf19,252,4000,0,252
b6237a30a068a099dfee705b1facd3a5,161,4794,0,161
9a63ad0145c38f52d1c16e160c186a56,451,47,0,451
63713d9c9779b5e6464b4060314f1997,255,3709,0,255
8432f51dc7091685a6c9ec88d89329d2,133,4995,0,133
2550dfd661c6de17ea406db8306b6676,189,4309,1,188
b4e71ce918ef740ebb7508afcfb4f75b,200,2660,0,200
e5588aef252c46e9edfcb9f31775d34d,212,3564,0,212
fb792bee97f4c0b2aeb4fb523ce2782f,146,161,0,146
aa7685956b063df8b331607f28d3a5ce,187,4828,1,186
7b1993e286d50a7fa751c8cd18f96139,53,5104,0,53
0daa6cd6f2bc32622455583e14fd64e8,251,253,5,246
a28c8d41db804d5203e22b430971c94b,15,3363,2,13
3e001111bf104673bdd4bb2cfd712e8c,116,1374,0,116
1f7cae5949b27ddab88fd812e1891106,203,5252,0,203
a73ca3c6b73c45e11cfad0ce9f2d79bd,176,4976,0,176
deb64c4bcf95cae9dc13325c7a0e0f56,201,1981,0,201
73c36ecb8f7071f979673a0b5b98c1af,348,5064,0,348
a13155afc15cbbdd16d048ae42cf553e,104,799,0,104
fe7e6355c29b203631350276b68e4519,242,1130,0,242
61fbd9ab103773be0c592c0014a4ebb2,434,1603,0,434
b1b79d86ba7a9ea9b40b40d4cc670120,160,6836,0,160
ad5b517269055c2792826fe1daf84f32,191,353,0,191
2dce6b248f53c0785af4c689424732d0,142,5603,0,142
09592a2ff0bdbe174f6d932c24e8998c,425,1060,0,425
a0cb7653f720c5d89c09a99e33657685,450,4219,0,450
7e220ab302cae7da06877563e396b0a3,350,4840,23,327
92919a147886f748b05bb20d84500fc5,350,2352,0,350
55bca3fd29e1df92fb4771b062bf66c9,90,3920,0,90
bb00e64d6e004cb627c720f874e24f4f,333,1472,0,333
3df54a3da8813af20f4ac6665ed67739,18,3362,0,18
a4483b0fe5e4c51af123d26a778481fa,141,963,0,141
1a3f0a602ae6afe50a576b9af1860177,29,4996,0,29
abb4bf2797a624ee1c62bc0255347156,56,60,0,56
793a5f60cddba65df119f61d3eb674af,109,3386,0,109
1cfc67add27b0c07424f98a1342360d3,118,5254,0,118
7ba0f406f1f81e29797c0380f981095b,92,2558,0,92
7554f4e78ab8180ff3dcaa7ffde2e025,398,3291,1,397
e6da5286710982d948186b04ebd2eee3,165,1918,0,165
c153a7b9bc2c704cc62829ef69c32280,44,3066,0,44
aebd42806257ae40671636c279415eec,195,5267,0,195
a1274526d69540c0d4687f012fba68c5,147,4348,0,147
df60fd7c91980fba9958594a16330efd,437,2548,0,437
55ec0e07e9470dc03d357a6b2955eae4,99,1685,0,99
137b0e1423042ab19960372c048c02d0,237,5218,0,237
af6fe7fd15c78157d9bc85880f1dd16d,75,5648,0,75
41d2395abfc2ab5bc4f2c822483b7df1,427,4223,0,427
11f209bcd4d46dd9bca997c899f6c18b,363,3974,4,359
60691d7da18024a88c4b8ef8ce494b90,30,48,30,0
132f2abedf0319af94e5d1585473a8b2,51,4529,0,51
80fe569ee2e8c62826fa72da44aa0de8,331,602,0,331
1cda87f7a1c1326ad6900b9e2fc96aff,841,6828,0,841
6a3da596a562ef76df77914d229989cd,446,4593,0,446
ca9f5bd205ee3537339d095b639190f6,127,4473,0,127
d9f2704039549889781a417a47430e49,115,2254,0,115
09017bd9c4594db7801b20909f061ff1,342,4797,0,342
62be5705230a273ff4bdbbc61ba45027,41,3697,0,41
c418be4c32787c0ce4dd557af41206bb,413,3657,0,413
eb8f191fa2408878f2b888e6fc457a5a,37,60,37,0
95d086e366e08c78a7a619f48f2e5e43,137,2706,2,135
cf58597decb0be016223b0896673abd2,118,2519,0,118
ba45dad2abb734b0c04177e1bf33ba06,245,4518,0,245
a732a27ed68eb3256f2e042791c3c59e,107,3805,0,107
0ffebd31e03b62d77becd84505686881,229,950,0,229
09322070e4f3a3009359002acc281ecb,134,2317,0,134
a129f7770b6f9fd480f97b8f1cf42350,48,1322,0,48
cc2d37e7b2285e1be179f544885128b9,45,1281,0,45
75e4b116a7fe9ed21711db7e245eb927,117,3768,1,116
4a0b7c132ae65f9e3e76e6374054fa78,406,5405,57,349
e366bc35ec2054fdff36cc576f3a665c,376,840,0,376
fbc48287e2e9a233cd887743fde34618,136,5818,2,134
1bc76dd1caa165239a41372e5a6493cd,242,1027,0,242
a972a06fe15aecef609e55a07dc08ecf,564,6198,0,564
db360dc52b9af06061dd4f6a0138431f,279,878,0,279
0e7e3eee7139ffa7fa42c457048ee6c9,586,3102,1,585
5249638d2c15297ac9d4986dc4a7da51,212,3758,0,212
ada63f53ca24af502c999f639c09a888,299,5839,0,299
f7a57bdfeb065c5b4cc098133e888a34,413,2500,0,413
ecf31365118c75ace47e6f98aa3ab44b,18,111,0,18
eb8a326ec549d12c9654277348b6fe93,146,5329,0,146
d5d7e41f614bc6901b3c0356aef777f0,425,5455,0,425
b24bd6ba2eaf72e5be8706d4858b97cc,274,5514,0,274
d47166b070caddd61753de1a0f7eddda,93,6076,0,93
894cb3417e3ec145b6902c77bf51f8de,174,4648,0,174
