user_id,prior_period_bill_amt,prior_period_repay_amt,credit_lmt_amt,curt_jifen,current_bill_bal,current_bill_min_repay_amt,is_cheat_bill,cost_cnt,current_bill_amt,adj_amt,circle_interest,prior_period_jifen_bal,nadd_jifen,current_adj_jifen,avlb_bal_usd,avlb_bal,card_type,pre_borrow_cash_amt_usd,credit_lmt_amt_usd,pre_borrow_cash_amt,curr,repay_stat,current_min_repay_amt_usd,current_repay_amt_usd,current_convert_jifen,current_award_jifen
00266abfb09bf541a8675d0e53d661f7,153708,160000,800000,2957,198173,198173,0,2,204465,0,0,957,2000,0,0,601827,2,0,0,0,1,0,0,0,0,0
0026fc60ce5a4b4d54d5e26ba62d8ad2,510144,594000,2500000,1394,2398457,297206,0,0,2465829,0,16484,978,814,0,0,0,2,0,0,2500000,1,0,0,0,398,0
0027b2004ee5095cc52b68bd96c8255d,0,0,0,0,1203976,109849,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0027b88221bc2ee189b34c83a0e05f66,0,0,800000,21931,795594,39780,0,0,0,0,0,21931,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0029f9a27855a970234edef2e63fdce2,0,0,1200000,113220,1235557,157222,0,0,0,0,0,113220,0,0,0,0,2,0,0,0,1,0,0,0,0,0
002b5bb03a7c8affe95d6471f102b845,0,0,0,0,809196,370877,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
002fb34a98cb5b65df87ffc23d879791,41625,44636,1700000,800,296870,37650,0,5,0,0,0,0,799,0,0,0,2,0,0,850000,1,0,5000,7545,0,0
0030b4b81ae52c7fc3c0b67ab8f007cd,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
003321324da0965216c13de93f8e7b98,456635,30000,450000,457,456954,23347,0,1,30319,0,0,457,0,0,0,0,2,0,0,100000,1,0,0,0,0,0
00360a586831e14a53067a41e755f122,506950,250300,1000000,13429,1006691,100669,0,1,750041,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0040972411cf8b40e39147634b2d7038,299536,300000,500000,20044,502646,87043,0,5,0,0,0,16026,4017,0,0,0,2,0,0,250000,1,0,0,0,0,0
004459f1570a1551204c4f167c84eec1,500033,500600,500000,67435,499688,25227,0,1,500000,0,255,62635,4800,0,0,0,2,0,0,250000,1,0,0,0,0,0
0046388e877e9d701ddf4b295aef7587,1002967,1327579,2000000,16543,320412,320412,0,0,645024,0,0,0,0,0,0,0,2,314000,314000,2000000,1,0,0,0,0,0
004832995242e9c95413bdba6419f99e,0,0,0,0,-106,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
00503614473df2e17aff6d61183bc995,102133,20000,200000,1325,83626,9706,0,0,1493,0,0,0,0,0,0,0,2,31000,31000,200000,1,0,0,0,0,0
0052dadf58d258d8398a4cd41dc2f6ff,1395353,180000,1400000,0,1419466,163648,0,0,204113,0,0,0,0,0,0,0,2,0,0,700000,1,0,0,0,0,0
005949e23c59b10ccb5165fd019652db,0,28074,800000,5245,806432,80700,0,0,834506,0,0,0,5245,0,0,0,2,0,0,0,1,0,0,0,0,0
005f0a5e7f428309e755c465741f205f,0,0,0,0,-284,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
00603c0cd9c033e5e5d39b0801eb957b,70907,70907,800000,8500,70907,70907,0,1,0,0,0,8000,0,500,0,0,2,0,0,400000,1,0,0,0,0,0
006436d5e63515831299fc6c18add706,293003,50000,300000,0,299861,30000,0,0,56858,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
006ae1babc43475f6f3c07159c92b225,345253,2600,800000,1439,430319,430319,0,0,87666,0,0,0,0,0,0,0,2,0,0,400000,1,0,0,0,0,0
006e9838a1752332e43c1ec18ce1ee18,241951,243800,1100000,5,411523,184235,0,1,412932,0,440,5,0,0,0,0,2,0,0,550000,1,0,0,0,0,0
0070c20b549b9268f21cd773b266d26b,547712,0,500000,0,555112,555112,1,0,7400,0,0,0,0,0,0,0,2,0,0,250000,1,0,0,0,0,0
00719cafee65d1af206a89c2737bbe38,501011,501011,500000,1843,502052,54564,0,0,501989,0,63,842,1,0,0,0,2,0,0,250000,1,0,0,0,0,1000
0078a94891f9d8707af07955135c109b,0,0,500000,1300,497298,24865,0,0,0,0,0,1300,0,0,0,0,2,0,0,0,1,0,0,0,0,0
007d1c65ed21f58de6b69a43c2bbac93,-698719,1500000,1200000,6750,1264833,126483,0,0,3463552,0,0,0,0,0,0,0,2,94000,188000,600000,1,0,0,0,0,0
008236bf97e2f5fc1bd91eb163efe389,2682817,850500,1000000,0,2249422,305008,0,3,1000831,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0090b5a637966362570f8f864dbaa8b7,594017,190000,1200000,47717,638278,251661,0,7,0,0,0,47717,0,0,0,0,2,0,0,600000,1,0,0,0,0,0
0092555aac81cb8b713dfd2f410ac89a,228358,228558,800000,6883,84486,84486,0,0,84686,0,0,0,0,0,0,0,2,62000,125000,400000,1,0,0,0,0,0
00991e5beebb6464e97918f25203c8c3,784745,90000,800000,123264,810778,51317,0,1,116033,0,0,122214,1050,0,0,0,2,0,0,200000,1,0,0,0,0,0
009967c67d00773336c05650abdab824,2013670,100800,2000000,1200,2037196,101859,0,0,83000,0,41326,0,0,0,0,0,2,0,0,1000000,1,0,0,0,0,0
009ed02ddd91fa930cbfe83c42677546,0,0,0,0,340833,160833,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
00a52cee69df3c7becb60b4319edd895,149174,150000,300000,18555,186898,24579,0,0,187724,0,0,0,273,0,0,0,2,0,0,150000,1,0,0,0,0,0
00b32881ce442808ae9f07d1c267c671,0,0,600000,600,601155,60116,0,0,601155,0,0,0,600,0,0,0,2,0,0,300000,1,0,0,0,0,0
00b3657d6c2ad013eac4d7fdb01b8218,0,0,1000000,29710,758343,61904,0,2,0,0,0,29710,0,0,0,0,2,0,0,0,1,0,0,0,0,0
00ba68cc3057b6947f8ef001d3a32989,0,0,0,0,140004,7384,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
00bb47c5cb264a4693af0c2cff61dc48,898219,898300,900000,39927,887319,44366,0,0,887400,0,0,0,8673,0,0,0,2,0,0,450000,1,0,0,0,0,0
00c5710bcde8eda8c4aec730a398e982,314989,445136,500000,6800,439222,43990,0,2,0,0,0,6800,0,0,0,0,2,0,0,250000,1,0,0,0,0,0
00c7651afaf8b9d05cdaeddbfc652e2c,2421260,2450000,2500000,165002,2431260,121563,0,0,2460000,0,0,165002,0,0,0,0,2,0,0,2500000,1,0,0,0,0,0
00cb47623d2737de060a8c9ecea7bdcc,397100,397100,400000,4000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,200000,1,0,0,0,0,0
00d3590648b2c886be28e6da4dbf72a6,0,0,600000,23497,686250,34313,0,2,0,0,0,16945,6552,0,0,0,2,0,0,0,1,0,0,0,0,0
00d41c96d3a4f58ca869b4ff5a2f893d,115170,135632,500000,2788,53626,12072,0,0,74088,0,0,0,178,0,0,0,2,0,0,250000,1,0,0,0,0,0
00d4af0b4c95fee5bf057991dc96e8f9,0,0,0,0,239121,84545,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
00d71a249ef7ae794c27272ad6e01f89,93584,8250,1100000,0,272231,37300,0,0,186897,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
00d97bcbcd3185b9179e070b37ac6c71,1524785,175907,1500000,1481,1524387,175397,0,0,175509,0,0,0,0,0,0,0,2,0,0,750000,1,0,0,0,0,0
00dafb45cbe6af3583bfee191d188961,372137,45000,400000,1410,401096,44906,0,0,73959,0,0,0,0,0,0,0,2,0,0,200000,1,0,0,0,0,0
00e5631d6a147bd9947e7f426ea3e523,0,0,1500000,26569,626942,289222,0,6,0,0,0,21369,5200,0,0,0,2,0,0,0,1,0,0,0,0,0
00e92fb3de3533178532f364f6937926,0,0,500000,11,455261,45526,0,0,0,0,0,0,11,0,0,0,2,0,0,0,1,0,0,0,0,0
00e975724a1f22cbe7c628a2a10a3925,50000,1,50000,61,51149,10114,0,2,1150,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
00ec179d2c169a720f8f5e1885a4ad9a,31679,0,475000,220058,53389,53389,0,3,0,0,0,220058,0,0,0,0,2,0,0,237500,1,0,0,0,0,0
00eeac2a71fe6b2d90955413ccfcb8fc,1751945,1972000,2000000,702,1788975,178898,0,1,2009030,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
00f08d6faedcb521b184e217071c49af,0,0,750000,7435,744450,74445,0,0,744450,0,0,0,7435,0,0,0,2,0,0,200000,1,0,0,0,0,0
00f093d291875e321e75edd1ee420f18,581095,280000,1000000,12799,593126,152453,0,0,292031,0,0,0,0,0,0,0,2,0,0,500000,1,0,0,0,0,0
00ffb25cc1135e814a0693bb41f2ffc8,-67996,0,1500000,0,28212,28212,0,0,96208,0,0,0,0,0,0,0,2,0,0,750000,1,0,0,0,0,0
010296ce56f9d350fb5ea48ee4a376f1,0,0,0,3086,640496,640496,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0104f2e66e4af1ed4670f16e7fcab8f9,-47,0,200000,639,2053,2053,0,0,2100,0,0,0,0,0,0,0,2,15000,31000,100000,1,0,0,0,0,0
01087b638d61215593b89a463d6bae28,0,0,0,0,139761,14213,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0111bae46e081e5ae0caea34f385e475,336021,406100,300000,3009,162426,8121,0,0,232505,0,0,0,966,0,0,0,2,0,0,150000,1,0,0,0,0,0
01148924dfbf0aba20b3dbeedfc4357a,401530,0,350000,2397,407972,407972,0,3,6442,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
01154e8f31bb53fc35239a46de8403e8,1611595,2350000,1600000,40584,1591595,79580,0,0,2330000,0,0,40584,0,0,0,0,2,0,0,450000,1,0,0,0,0,0
0116920409a3c5e0c896e332b7de13af,221161,221200,0,32771,406842,236282,0,3,406881,0,0,30879,1892,0,0,0,2,0,0,0,1,0,0,0,0,0
0116a5f2447a5427b80879ed33501cfd,979419,1300000,980000,0,729919,72992,0,0,1050500,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0118fe15d01d0521c19f3c67b778df3a,0,0,1000000,46714,1005814,50291,0,0,0,0,0,43614,3100,0,0,0,2,0,0,0,1,0,0,0,0,0
0119512f00759575d76577ad80d4e2c0,40888,0,250000,49264,248373,24837,0,0,0,0,0,48874,390,0,0,0,2,0,0,125000,1,0,0,0,0,0
011dd872b28fb0b6d1e8c600afb9d024,320660,320700,1000000,0,600113,85536,0,0,600153,0,0,0,0,0,0,0,2,0,0,500000,1,0,0,0,0,0
011fe4d9a14f4486210000d7997f65d4,1516832,1550000,1900000,157573,1155987,115600,0,0,1189155,0,0,103231,54342,0,0,0,2,0,0,0,1,0,0,0,0,0
01240d19330bcf181b4e2eeb07f71c74,524124,524200,2000000,14593,756161,300041,0,2,756237,0,0,0,0,0,0,0,2,0,0,1000000,1,0,0,0,0,0
012526368b41ec97966b4c38610e62c7,0,87500,200000,235,123106,12311,0,0,210606,0,0,0,0,0,0,0,2,0,0,100000,1,0,0,0,0,0
012b146680dce268a0931dbca7e9d793,0,0,0,0,255118,16884,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
012bc0e32ba1a244b8868b7a036e4b0a,106867,80000,400000,0,132469,13300,0,0,105602,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
012f692b7b09d441e04b8ccca92579a1,0,0,0,0,555553,195870,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
013178211b425b181c1831b80b87c228,0,0,2870000,18120,2518295,125915,0,0,0,0,0,16730,1390,0,0,0,2,0,0,0,1,0,0,0,0,0
01320f3784e73aa4ce3f7661b7195780,1151196,1852200,1150000,26021,442028,118738,0,0,1143032,0,0,0,0,0,0,442028,2,0,0,350000,1,0,0,0,0,0
0132ae155cf9d951629d8ddf2a9ad6be,635471,100000,800000,1736,657864,97709,0,0,112516,0,9877,1693,43,0,0,0,2,0,0,800000,1,0,0,0,0,0
0133d3e15ed2552c43dd7e385411d16c,623259,160000,600000,55,602844,68911,0,0,139585,0,0,0,0,0,0,0,2,47000,94000,300000,1,0,0,0,0,0
013720011d67c56766916f73ab042091,2139128,2140000,2200000,16707,1946118,97306,0,0,1946990,0,0,0,3000,0,0,0,2,0,0,1100000,1,0,0,0,0,0
0138df066f1993d4adb33e9e42460c82,0,0,0,0,1752266,501130,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
013c7a463e6ef3b2b8824295da627765,402280,550000,400000,12600,392280,39228,0,0,540000,0,0,0,0,0,0,0,2,0,0,400000,1,0,0,0,0,0
013c99993fa47d9fab0342d38377c1d1,738995,100096,800000,42580,776821,38841,0,2,137922,0,0,42580,0,0,0,0,2,0,0,800000,1,0,0,0,0,0
013d4612818d8ab49a5e100abafb10c5,0,0,3000000,4302,129309,-12931,0,0,129309,0,0,0,295,0,0,0,2,0,0,0,1,0,0,0,0,0
013dcdf026d71da2cbe22ed2d2f9d7cb,461144,500000,3000000,844,586071,29304,0,0,624927,0,0,0,455,0,0,0,2,0,0,1500000,1,0,0,0,0,0
01422c1a8524ae9a04e0625f31d59e2b,0,0,0,0,212525,41525,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0144786fd57f5cf3d30a1743cfc7803f,2105489,2110000,2200000,0,997779,101839,0,0,1002290,0,0,0,0,0,0,0,2,0,0,2200000,1,0,0,0,0,0
0147222225088f6b1c0c6ed33b9f93cb,0,11,1000000,5328,992789,99279,0,0,992800,0,0,0,5328,0,0,0,2,0,0,500000,1,0,0,0,0,0
014ce4340122c834cbd8d71f6acc94e6,1257103,610000,1500000,44206,699765,311382,1,0,52662,0,0,0,0,0,0,0,2,0,0,750000,1,0,0,0,0,0
0150770ff8db19e156f762af5c236831,0,0,0,0,689900,69170,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
01507dabe89f35d2734ec777250987fd,697374,700000,700000,56841,697374,34869,0,0,700000,0,0,49389,7452,0,0,0,2,0,0,700000,1,0,0,0,0,3726
015609620913c78194d819dcda63650a,1040810,541000,1900000,22897,1911313,207024,0,0,1411503,0,0,0,0,0,0,0,2,149000,298000,950000,1,0,0,0,0,0
01565dc98285e613eaed116e43a5b528,604122,126831,600000,60255,604122,60500,0,2,597291,0,0,59814,441,0,0,0,2,0,0,0,1,0,0,0,0,0
015edb6ae16a76c22d05d8e0111ae852,0,0,0,0,177239,101857,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
015f1e59b6fbcfa24d66c5c7961fd0b5,0,0,1150000,63598,1149966,57498,0,0,0,0,0,53600,9998,0,0,0,2,0,0,0,1,0,0,0,0,0
016584415f3b111dabc564f50d29a625,298517,30000,300000,0,274859,27500,0,0,6342,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0166518c68fd8e4479e046dcc90a4d89,0,0,0,0,305736,45572,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
01735e8b4ffbb1ca79c2fad0108913c6,152527,14500,0,7650,152293,9908,0,2,14266,0,0,7550,100,0,0,0,2,0,0,0,1,0,0,0,0,0
017d015dc1bb3d5e968200526965ca4c,2227369,150000,2000000,17376,2111529,211529,0,1,0,0,34160,17376,0,0,0,0,2,0,0,600000,1,0,0,0,0,0
01806479ebea38e391f93ccb5a95cfc9,0,0,0,0,643309,643309,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
018315b31de4237a7398bebdc8a028bc,0,0,600000,0,545618,72562,0,0,545618,0,0,0,0,0,0,0,2,0,0,300000,1,0,0,0,0,0
018b7945f7904723799ca1df7e041997,629911,11,700000,38058,719679,347192,0,0,89779,0,0,0,0,0,0,0,2,54000,109000,350000,1,0,0,0,0,0
018d8e51d6782ad89a010b31746e0590,0,0,0,302,1520877,192128,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0196837fbdb0469b1edd13a19c8531ae,-2795,0,600000,0,-2295,0,0,0,500,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
01990ffbacfe56c11dff4154a23835a1,5009889,580000,0,86767,4936623,565963,0,3,430400,0,76334,86767,0,0,0,0,2,0,0,0,1,0,0,0,0,0
01a2955ce09906a421eecd5eefbeca86,494859,532000,500000,6361,497869,24893,0,1,535010,0,0,6361,0,0,0,0,2,0,0,500000,1,0,0,0,0,0
01a4e03acc510e6b2c5baf2ed22804f5,303121,75000,300000,0,301371,30200,0,0,73250,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
01a99ea741e8372ce1c18afbc101c600,239151,24000,1400000,15410,652301,65300,0,0,437150,0,0,11571,3839,0,0,0,2,0,0,0,1,0,0,0,0,0
01a9beea8be0b1857ac178dff21ca0ea,251536,14200,250000,17518,253706,16391,0,1,16370,0,0,17394,124,0,0,0,2,0,0,250000,1,0,0,0,0,0
01ac4832c21d7e9c2262c9f2ea6b4c39,0,0,0,0,2530085,1689002,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
01ac880936a239752bf6bf52b5456933,1280911,0,700000,85151,1344934,616100,0,0,64023,0,0,85151,0,0,0,0,2,0,0,0,1,0,0,0,0,0
01b33aaab17335418f8f393614b968df,0,0,800000,34423,370420,87776,0,3,0,0,0,28823,5600,0,0,0,2,0,0,0,1,0,0,0,0,0
01b4a92e89852cd3f04ef22731b1606d,0,0,1000000,0,246843,24700,0,0,246843,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
01b4db84ff697d97348cfe0bbef1074f,999896,1010000,1000000,94984,999896,49995,0,0,1010000,0,0,84884,10100,0,0,0,2,0,0,500000,1,0,0,0,0,0
01be437745f45631c96eb6b0cec343f4,333678,0,400000,429,401193,92255,0,0,67515,0,0,0,0,0,0,0,2,31000,62000,200000,1,0,0,0,0,0
01c10e96325ce2c78f39eb050fcce5d1,-22001,147100,500000,10684,348399,17420,0,0,517500,0,0,0,3000,0,0,0,2,0,0,250000,1,0,0,0,0,0
01c7148c50337aa44bb5585b4f94b037,997718,1200000,0,125992,992818,49641,0,0,1195100,0,0,102366,23626,0,0,0,2,0,0,0,1,0,0,0,0,11813
01c95468087330fd99ff1a829939bd42,498037,500000,500000,43938,499537,24977,0,0,501500,0,0,38938,5000,0,0,0,2,0,0,500000,1,0,0,0,0,0
01cb5629c74397c99215f12f1d4dfdee,506654,67000,500000,9523,507301,64913,0,3,0,0,0,9523,0,0,0,0,2,0,0,250000,1,0,0,0,0,0
01d06bc458fd3a7f5b66e8bb6f3dc4a1,510599,297600,500000,82747,506393,31713,0,1,293394,0,0,79877,2870,0,0,0,2,0,0,250000,1,0,0,0,0,0
01d5f9ecd2b8aba240a0a749a5f5aaf7,760162,56700,750000,0,761287,49351,0,1,57825,0,0,0,0,0,0,0,2,0,0,200000,1,0,0,0,0,0
01dc6d71bc0866fc4ae337d12b8156f1,722902,0,0,13921,737864,161379,0,2,4118,0,10844,13921,0,0,0,0,2,0,0,0,1,0,0,0,0,0
01e1a17bc465c71b347f540e4c77fee9,0,0,700000,4879,700590,74964,0,0,700590,0,0,0,0,0,0,0,2,0,0,350000,1,0,0,0,0,0
01e35b941867a6d1b94cc84f11fdb390,295187,40000,300000,370,305173,30517,0,1,49986,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
01e50c739b591d90cdc330451e8b3fed,0,0,0,0,1194539,138034,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
01e70b329daeeb2ab9d66e6ca666d841,0,0,800000,7179,798770,39939,0,0,798770,0,0,0,7179,0,0,0,2,0,0,400000,1,0,0,0,0,0
01e8c90c3f98078c035f00c1f3ccd395,218401,220000,600000,2520,201191,126710,0,3,202790,0,0,0,0,0,0,0,2,0,0,300000,1,0,0,0,0,0
01eed0cfcaab6c0f701e37aff3cc7f0f,1267490,1267490,1500000,0,700000,35000,0,0,700000,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
01f301737ffd4ba8d3748f52f7e3d2b1,0,0,600000,6987,54148,49637,0,0,0,0,0,6408,567,12,0,0,2,0,0,0,1,0,0,0,0,0
01fb91183c3daf79a10daf89d2c40e16,479838,374000,600000,4837,325595,98135,0,0,219757,0,0,0,0,0,0,0,2,0,0,600000,1,0,0,0,0,0
01fedc9fa24b114972666a8d409a22e8,200000,200100,200000,5395,199900,19990,0,0,200000,0,0,0,0,0,0,0,2,15000,31000,100000,1,0,0,0,0,0
01ffffd932654bc21dfaec3dc2225b3d,2391103,50000,1900000,3496,2544846,1950580,0,3,166056,0,37687,3496,0,0,0,0,2,0,0,950000,1,0,0,0,0,0
0200d862c31680775d8f03a23778efed,197356,28000,200000,51,203389,23969,0,0,34033,0,0,0,0,0,0,0,2,15000,31000,100000,1,0,0,0,0,0
0202da6363320236912b99aa9d1c08d5,207064,291566,300000,426,182066,163490,0,0,266568,0,0,0,0,0,0,0,2,23000,47000,150000,1,0,0,0,0,0
02059577f8014bdeb2a437a640574913,0,0,0,0,1515090,187738,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
02083698431fd21b99d5293db898f182,28500,74588,50000,0,43900,4390,0,0,89988,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
020950a865edb3fdc75cb4cbfd178989,0,0,1380000,110275,0,0,0,0,0,0,0,101681,8594,0,0,0,2,0,0,0,1,0,0,0,0,0
020c57bac25f2e10f0f840893ccbfbb5,197540,19800,200000,2084,182501,22535,0,0,4761,0,0,0,0,0,0,0,2,0,0,100000,1,0,0,0,0,0
020e9d819809b411c03c04623872c161,612002,612002,600000,1555,598000,59800,0,0,598000,0,0,1152,403,0,0,0,2,0,0,300000,1,0,0,0,0,0
020fcce74986323f6ab612e00927ce4d,49995,49995,50000,0,50000,5000,0,0,50000,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0210145b315c5a1bc25e1161f9baccde,0,0,500000,5911,501738,25100,0,0,501738,0,0,0,5911,0,0,0,2,0,0,0,1,0,0,0,0,0
02123ff1da0303527a70bfd990cb0403,0,0,0,0,476239,34699,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
021b76edbf4905cc3ce5bf2a65bebdbf,2595667,700000,10000000,30748,2474305,247431,0,1,578638,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
021c0e30430cccbb2ae52b919f24e00f,953282,953282,0,31973,1433983,200119,0,1,1433983,0,0,24473,7500,0,0,0,2,0,0,0,1,0,0,0,0,0
021f08be9457df37978350d73ff70c5a,514240,560000,800000,26053,637478,161612,0,2,0,0,0,26053,0,0,0,0,2,0,0,400000,1,0,0,0,0,0
021fa862ce2af71f000e6708a99577c0,1761524,1761524,2500000,16955,2498960,124948,0,0,2498960,0,0,0,1058,0,0,0,2,0,0,1250000,1,0,0,0,0,0
02222c11d2c77226f8c45762162658f1,34143,0,100000,5550,70526,70526,0,3,0,0,0,5050,0,500,0,0,2,0,0,50000,1,0,0,0,0,0
0222f86d614febac8729a262f9de8cad,1633581,90000,1700000,27978,1575225,78761,0,1,31644,0,0,27909,69,0,0,0,2,0,0,500000,1,0,0,0,0,0
02244acacf39f4ba311c16645e4f1699,544973,30000,1400000,11844,685307,685307,0,0,170334,0,0,0,0,0,0,0,2,109000,219000,700000,1,0,0,0,0,0
0225428f9879bcc14b132e4585570078,300000,30600,300000,500,53385,26925,0,1,0,0,0,0,0,500,0,0,2,0,0,150000,1,0,0,0,0,0
022727bc40dc85a43206b9365c78486b,0,0,3900000,206983,3014413,319056,0,0,0,0,0,176417,30566,0,0,0,2,0,0,0,1,0,0,0,0,0
022870fc24b6725fcf37fdddaf531a79,177487,60000,300000,2668,148307,42529,0,0,28032,0,2788,0,0,0,0,0,2,0,0,150000,1,0,0,0,0,0
022be9be50313205c500ac2809451c64,0,0,0,441,501020,51160,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
022ca08221029e7ab327237c41326676,9074,9100,500000,18074,499974,49997,0,0,0,0,0,13074,5000,0,0,0,2,0,0,250000,1,0,0,0,0,0
0232ef85a595dedf6e634d23d8c969c4,0,0,0,0,587,587,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0237e385edc424656783f50bd76d5fec,95860,112111,100000,142,95628,9563,0,2,111879,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0238652cf98eec0931bf5aca5d46f03e,-596,0,800000,27710,807834,48226,0,4,808430,0,0,12000,15710,0,0,0,2,0,0,800000,1,0,0,0,0,7855
023ca366e464caa0083a531700f50f74,997068,1000000,1000000,69745,997068,99707,0,0,1000000,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
0242068d5987f21d51c9d071dd71c885,239773,239806,700000,45427,472806,263136,0,0,472839,0,0,0,0,0,0,0,2,54000,109000,350000,1,0,0,0,0,0
